0
stupid ending  he is a real piece of work  blasting the way women look  he is definitely got something wrong in the head with they his head is shaped  and those eyes 
methinks he doth protest to much    
surprised to see no mention of the underage prostitute he took across state lines 
matt gaetz  geez
why is he still a free man  ops  forgot it s american and daddy is rich  ok 
every woman likes the eddie munster grown up look 
proud winner of the beavis and butthead look a like contest
i have a particular loathsome hatred of mg  but anatomy jokes are beneath tlp 
nice piece of commentary here  but let s be honest  it s all about things so small that they really aren t even worth talking about 
he can t get real grown woman unless there very young
these are monkeys which can speak english 
mocking women saying they look like a thumb because his penis is a small as one  rich 
rich privileged white man   thinks we care about what he thinks  jokes on him    we know what you are matt 
disgusting vile human being 
he is got a small nose 
he s such a creep  ewww 
where is he hiding his teenage son  with mike johnson s 
 if you look like a thumb  ha 
who voted for these idiots 
i cannot wait until his truth or lack thereof is exposed for all the world to see  maybe then  the poor people in my area will stop voting for him once and for all  he is nothing more than a snake oil salesman  just like his orange leader and the female thug from georgia 
secret    
matt gaetz and lindsey graham would make good cell mates
the report is he s having sex with his male aide and his wife doesn t even live in the same state 
door mat matt has another secret   he is a flaming a hole  but then again  that is not really a secret 
is he the model for the song  creep  
finally a tlp ad about this scumbag  and that speech  i couldn t believe anyone would say those things in public  disgusting piece of s 
where are the right wing pedo hunters   they don t say much about this guy   
no secret he is total imbecile
defermation of charactor of matt using taxpayers money for vote panders left ccp domestic terrorists of commi joe propaganda
he might be an otter  
matt gaetz seriously looks like he could be donny  and marie osmond s secret inbred love child  look at them  look at him  just saying 
gaetz is an embarrassment to our country who is time is coming  
what a small minded yes  small minded little man 
why isn t he in jail for sex trafficking  
rich  white  republican   total immunity  you see with the orange one 
i need to sanitize my brain now 
no worse than what trump says every time he sweats on a microphone 
this question often compels me to wonder  although it is none of my business  thankfully 
come on  there s nothing less juvenile and petty to comment on  like his flying a minor over state lines for sex   his absolute sycophancy for trump  his idiot moves with mccarthy 
just when gaetz thought the  gits  was over  the gotcha coming again 
he s such a jerk  a real creep   don t vote for him  please 
 
the grown man with an eddie munster haircut 
he is homophobic 
a year later and i am horrified that they put a sexual predator on a presidential ballot  what message does that send   
gaetz creeps me out   cannot imagine any woman being within twenty feet of him   yet he thinks he is jfk or someone   no jfk 
incrediboy
looks like eddie munster grew up to be prince of the incels
matt has no secrets  what he has is a lack of self discipline 
dear lord  please don t let us ever find out how they know  it ll be mushroomgate all over again  rattling around in our heads for years 
teeny lady hands  did you notice 
he looks like gepepetto  he s creepy ugh leee
where did his lips go 
prison for statutory rape bubba the defiler his cellmate will just love matt
how much does his head weigh
have you not seen the pro trump maga people 
yeah  but he is right about some of you ladies needing to lose some serious weight 
hey matt  bob s big boy wants his hair back 
this video was literally below the belt  great job 
pedo
that apology for a man is vile 
apology not accepted 
matt gaetz knows nothing he will be indicted himself why is he so angry about women    repulsive as trump
rnc is trash  full of losers
 great ad 
this literally made me lol the lincoln project gets better and better with these very factual adds     
not surprised quagmire needs to pay for female attention just look at him the only thing creepier than matt gaetz is elon musk aka the super creep 
    
its no secret  this man is a worthless piece of trash 
boy you are sinking  or is this fake  your critique of a politician is to suggest a small penis size  come on  you have an important job to do 
just talking to them on their level so they understand   remember  bbq  beer  freedom    ok  then 
what important job do they have to do    anyone who is undecided about these douches at this point is so far beyond help there is no point in speaking to them    all this is for is comic relief 
matt gaetz can t go to children s birthday parties  not because he s some creepy pedo  it s mainly because because they are usually too close to parks and schools 
mr potato head should just keep his opinions to himself 
how is he not in jail  hmmmm 
perverts protecting perverts
he is a douche and i hate having to keep saying this  but you are aware that seventeen year olds can drive themselves over state lines are not you    should they go to jail for that  or who else can we blame for that    consent is as low as fifteen in some states  seventeen or under in most    so again  its not a criminal act for a seventeen year old to get laid in a state they do not live in    that is why he is not in jail    you do not have to like him  but just disliking someone is not actually because for incarceration 
matt and his scuzzy pal took  under age girls across state lines     that is some  epstein trump level azzholery   
people keep saying this    so whose going to jail when a seventeen year old crosses a border in their own car  since they can drive and go wherever they choose     most states in america have a legal consent age under seventeen    so again  unless they were forced against their will  there is no crime being committed 
time for prison trump 2024
this coming from a modern day dracula  get your makeup right before you go around offending women lil  matty  
it s simple  this guy is raving idiot  trying to kill his own party 
i thought his big secret was underage hookers    it is not 
i bet gaetz has the smallest pee pee ever 
matt is so ashamed of his little   now trolling  junior high school kids  fact 
isn t he being investigated for having sex with a minor 
he looks like it 
wow what a  
i believe matt gaetz s bitterness comes from personal experience   lot of anger towards women because he has to pay for sex  perfect solution matt  go eff yourself 
gaetz shriveled little gherkin  
he is complaining because they are only 5 2  but if he would be patient and let them complete puberty they will likely be taller   let us crowd fun  special place for hom amd people like him    we can call it hmmm hell 
the always sunny in philadelphia music is so fitting   he s definitely dennis reynolds s in real life
very poor ad
that is one evil looking vile p os if i have ever seen one    
no wonder he and trump get along so well
the younger the better     creep
he likes colonoscopies
he looks like a villain in a batman movie  what a tool 
let s just get this sob to disappear   it looks as if matt leaves a slime trail  like a slug  when get gets up from a chair etc   what a fuggin slime ball   
he is such a disgrace
he is mad because god did not give him an upper lip   just two faces and no upper lip 
   
i mean  i understand how stupid   dangerous and aggressive matt gaetz is  but i am totally speechless about the low level the lincoln project has sunk 
he is a liar and he hates america
why lower your standards to the gop level     
matt is poster boy for why rednecks and bible thumpers should have to pass an iq test  and score over 10   to be able to vote 
that is why he likes young girls  he is not big at all 
welcome to america 
 strength whispers   weakness screams 
matt s just angry that he no longer can attend high school volleyball games 
   
america deserves trump
wow  matt has a mini mushroom like trump 
well would you go to bed with eddie munster 
he is easily a pig 
great ad  against matt gaetz    he is a joke  needs to be  voted out   florida voters vote him out  
   there are no words necessary 
lowest performing congress in history of the usa and none of these people are actually bringing solutions 
has he ever taken a good look at himself n the mirror   don t think he s sporting much under that suit
he really is a special kind of scumbag  though  are not he  florida deserves him 
other than he s a child molester who has yet to be indicted 
lol  he is a jerk  love this commercial 
it s not a secret   we all know what scum this guy is 
he is another sick  sick maga 
matt g   another maga moron who needs to be voted out of congress   vote blue in 2024 and let s end this maga nonsense 
 
vote blue 
i bet the farm he runs like josh hawley 
he is a greaseball 
just call him limpy
too bad gaetz was not aborted years ago before he had a chance to become what he is today 
he is such a loser
     and       lol 2u
he has  tortoise syndrome  likes to get there before the hare 
he has a  wee  wee 
trump cannot win   he is sick in the head along with those ultra maga slugs   there is only one way to stop him    vote 
such a pansy man
 
i do not think he looks in the mirror   beavis comes to mind 
doth he protest too much  he seems to hate grown up women w  a passion   can t shut up about them  however  i have heard that he has a penchant for little girls   immature teenage girls  is his ego so fragile that he can t face males or females that aren t afraid to stand up to him   call him on his spoiled brat attitude   maturity of a 7th grader  he needs to voted out of congress  now 
ouch  
gatze has a little pickle  that is why he needs to pay for sex
scum bag 
      
little     
weasel
rep  blockhead speaks   
or he is gay 
have sex whit under age girls they said wille is 4 inches  that not good matt  f b i needs to investigate you boy  some thing up
what an idiot
very  very big pee pee head
you guys are the best  loveyour work 
poor mat   teeny weinny
have you ever looked at his face  perfect for any b movie vampire  claiming to be just a nice guy  then sucking the  blood  life out of you at the exact moment you let your guard down 
small  package
matt is florida s verson of be best 
matt could not handle e real women 
he s a punk  a gutless punk 
the most punchable face on the hill 
i want to know why matt  my girlfriend is 17  gaetz is still not in jail  if any one of us american men did what he did we would be in prison for trafficking a minor  i want gaetz in jail as soon as possible  voting blue 
 
please do a commercial video for mtg please
    ouch  that s got to hurt 
 
what horrible things for him to say 
poor matt what his daddy gone do about the mess he in now daddy better get that bag together you know that is what they do
lincoln was a republican  1st republican pres  dems killed him  lynched blacks  fought for slavery  owned the kkk  denied womans right to vote  passed all the jim crow laws   segregated the armed services  brought us welfare enslavement  denied black dad s and started the planned parenthood  with margy sanger in order to murder and eliminate blacks thru abortion   you might want to rethink your name  murderers row comes to mind or forever racists 
how many abortions has he had to pay for 
the real  groomers   republicans 
are you talking about his  thing   or his brain oh  i get it  you are talking about both of them  both are small  certainly no leadership there 
he s just so vile
he is a disappointment  to the women he pays for sex and the entire country
but you pay for it do not you
the opening remark was from an old george carlin routine  
gaetz is still there 
i am dead serious does he not look like a villain out of a comic book    
pathetic gaetz  how deplorable can one be
if we all got taxed on the size of our   he and trump would get a refund
matt certainly has the most wonderful  punchable face 
prison is around the corner 
he needs to be arrested along with his republican colleagues 
matt and epstein like them young
                                            
matt cannot get any women his own age   because they are so much wiser than this loser   that has to go after younger girls underage   and traffic them around america  such a sad and desperaste man for a pardon to get out of his crimes  he is very delusional 
is this airing during superbowl   please please please tell me yes 
i prefer representatives who are not pedophiles  daily reminder  republicans  every donation you make to your gqp is a direct payment to e  jean carroll  have a lovely day      
this piece of craps days are numbered too  watch as they all start to panic and crumble under the pressure  old eddy munster here are not got nowhere to run and nowhere to hide 
i hate this guy
matt really excels with minor issues 
power bottom
he looks like an old shoe 
his mother must be so proud 
he looks like a televangelist 
poor little rich boy 
he is a tool  and should not be in congress 
that is awesome lincoln project    you guys are unbelievably awesome  
skeevy matt gaetz is an indisputably skeevy piece of work  i believe he well represents his constituency and they should continue to send the nasty  unsavory man to washington to remind us of their own character 
not sure whether gaetz is brain dead or just plain stupid  either way his constituents have a loser on their hands 
gaetz sucks  he hates woman except as objects lol  loved comments about size  women know 
gaetz cannot impress or charm adult women  so he goes for young girls
the down side of evolution sometimes pond scum mutates in to something with vocal cords 
jim jordan should be next  do you think if he got those teenagers pregnant he would be wanting to pay for child support  do you think it would have put a dent in his marriage  maybe he will just take them to mexico
this man should be jailed
beevis  or is it butthead 
      
he is a scared little child who is afraid of women 
bring this back today  since the doj is starting to look at venmo king 
you are vulgar here and no need to be  you have such great facts  you cd just lay out the facts  but you end w as much pettiness as he exhibits  ugh
his secret is he has a dinky winky and is damn proud of that beast 
must truly be insecure to talk about women the way he did  there is no excuse other than that he is just a horrible little man
he said  recently  that women should not be allowed to vote 
mat is almost ad dtupid as yrump
no one  loves you gaetz when you look like fireman bill   
ok no body shaming  i do not care how despicable he is do not lower yourself to his level  no body shaming 
matt rimes with scatt for a reason 
why is this criminal not in prison 
he is just probably a closeted homosexual 
a man who thinks a women place is in the kitchen does not know what to do with them in the bedroom 
creep
matt gaetz and the party that has hijacked my faith for their own worldly gains forget we are all made from the image of god  is he telling us he believes that god is bad at his art  this is what evangelicals embrace these days  seems very worldly to me 
iowa vote for him too 
matt gaetz kind of looks like how do you dowdy  or another puppet i can not quite figure out   thoughts anyone 
i hate that eddie munster looking douche 
dude has always reminded me of an evil cartoon villain
what was he the product of  is he god s gift to women  
i thought he might like getting dressed up with de santis 
you are foolish  lincoln was a republican  the lincoln project is a dem front to deceive the gullible  cons rip people off  where are the rioting antifa and blm members of the dem party hiding  waiting for orders from jb in the wh  trump s cry for people to fight   take back their america is not insurrection  dems would call the patriots of the american revolution   insurrectionists  hypocrites all  dems are cancerous  the way trump is treated shouts loudly of election interference 
such an ass is this guy
   
some republicans are crooks  others are morons  even others are ignorant  but the word that best describes gaetz is  creep 
not surprised
what a giant loser  man this guy is messed up
vienna sausage complex 
yes thank you he is an ass 
imagine what he says in private 
zero  zero self awareness 
so  what is happening in the matt gaetz sex trafficking of minors across state lines investigation  why is it taking so long  anyone know 
what a complete idiot matt gaetz is  he needs to be voted out 
is gaetz related to donald    his arrogance is overwhelming     
beauteous  
this is hilarious i have not laughed so much for ages     that is probably why he likes them young  his denigrating of women and their intelligence may just cost him votes  he forgets he has a generation of women who fought for their rights and their daughters who grew up enjoying them while continuing their work 
have you seen the women at the maga rallies  many fall under the terms matt gaetz seems to hate 
matt gaetz is the female version of lauren boebrt  
matt gaetz looks as if he had not taken a crap in 5 years 
he is got cats bum lips  
   
is this really the best use of money  to insinuate gaetz has a small member 
this bloke brings out the worst in me what a thoroughly disgusting excuse for a person 
matt geatz is nothing more than a scumbag in a suit 
well that big hatred attitude boils down to one word  tiny   
that guy is gross  he s the personification of the trump odor 
looks like he might be gay  old matt   hates women  loves men   logical conclusion    just tell us  matt   are you 
hahaha
voted jerk of the year tyt
mg is not a good looking guy at all 
for sure
matt gaetz secret is that he eats boogers
   every accusation and disparaging remark is a confession                                                                                     vote   matt gaetz for expedient karma rendering                                                                                                                                                             because he deserves not less 
vile
ok  this is an extremely distasteful and disgusting    representation of men  unless you want men to abandon the democratic party  i would remove this disgusting ad  men should not be valued by the size of there penis period  whoever made this should be ashamed  
matt is the thumb with an extremely high forehead 
time for eddie munster to go away 
vote them out  
matt is the perfect picture of the douchebag rich guy in every college movie
we know what he is compensating for and it is a long list if flaws 
maga can keep jason aldeans wife and roseanne barr   we got women and all forms of people with better talent and beauty   idc about your traditional blonde girl   give me a lady gaga any day   give me a sheryl crow  a shania   a dolly   you can have that over pumped lips of nothing much in between anywhere by yourselves maga   guilfoyle   snake farm comes to mind   ray hubbard has it right   the hard right is a hard sight
gaetz and trump have a lot in common  no doubt  
how come this underage sex molester is not in  jail   instead he is a law maker  good ole amerigahhhh
matt do not like them over 17 he reckons they think they know too much
amazing how much they hate women  maybe because women cannot stomach them 
      very good
hahahahaha    
hilarious    
gaetz is gay  as soon as he he started talking about tossing salads   is that with jelly or syrup matt 
john gatez visits the mustang ranch also epstein s house of underage girls
why is it the republican males  have so many problems getting dates is it caused women find you all creepy  uncomfortable build  micro winers  in need of  blue pills  must have    debit cards  and a totally darken room no game class 
it is comical that a dude who looks like he has down syndrome and horse teeth calls anyone else ugly 
mat gaetz is simply yuck 
   love the lincoln project 
what a low life pos   we see you matt  we know who you are  and we vote 
funny how the sexual predators are safe in florida  
he is abhorrent  no wonder he is in trumps corner  they are cut from the same cloth 
promote the facts of his misconduct  the public displays of his flawed character  his embarrassing history  there is so many better ways to out this piece of shit   no need to stoop to such low levels  my best argument against this type of advertising is that it is exactly what they would do if they could 
as this man s head gets bigger   his little brain get smaller 
                 
 the lady gaetz protest too much  methinks 
put this mf in prison
    
who turns my stomach and makes me want to vomit  matt gaetz   what a piece of shit
i would not deign to vote for him  well i cannot anyway  i am not an american  but he is quite right  the women who shout loudest about  every sperm is sacred  are the ones who are far too old to have children  so they do not have anything to worry about do they   dear god  it is got to be the worst thing you country ever did  banning abortion   you are pathetic   vote blue  next time  all of you 
what a vile  contemptuous human being 
do not forget  cassie hutchins told us that matt gaetz was asking for a pardon he is part of the insurrection mob  just on the inside and he too should be voted out       
oh boy matt  secrets out  now what  continue to destroy  your neighbors and fight like hell for your  i could care a less about you  leader  matt is a follower  matt is weak  matt is a mat for his bosses feet to walk on  pour matt  he lies under the table and performs under his boss 
i hate matt  but i hate this petty  penis size ad even more  grow up already 
keep crying republicans  we drink your maga tears and they make us stronger  go joe  vote blue 2024 
perfect example of little rich kids iq       his parents are to blame
    he is a damn creep 
hate to say it but matt was correct about a few things 
you are resorting to small dick jokes   that is low   try taking the high road sometime 
child trafficker gaetz 
since the sex trafficking scandal in minnesota involving major republican donor tony lazaro  who is now in jail  and the woman who found young girls for lazaro lived in gartz s home town  along with geatz asking kushner for a pardon covering quote  just about everything  i still think gaetz is a predator 
no one would want gaetz to impregnate them lol hes too goofy looking 
matt makes ameobas look smart 
there is no worthwhile value to matt s life   a true waste of flesh   no wonder he is so loved by republicans 
this guy is mentally unbalanced  read cassidy hutchison book
               
whatever happened to his  son 
he is a sexual pervert who has no control of his sex crazed thoughts of having a child to sexually abuse and he needs to be punished and incarcerated to protect the underage girls from being sexually assaulted by this monster 
how many women has these idiots got pregnant and gotten abortions  gaetz is a putz and a criminal 
is this the only way he can get on the news  his bad behavior is the only thing that we hear about  not good 
this guy can give the scumbag golden joke a run for his money
oh snap  lincoln project went there 
what kind of clueless ingrate votes for a turd like him    incredible 
he really is an idiot  he thinks insulting women will get them to vote for him  i don t think so  if at such a young age he had to take viagra there might truly be a problem 
floridiot  2
why they got to use the always sunny title screen   
ahh  that is why he prefers children  i had assumed it was because he is a conservative 
lock him up
        
2024 maga is no more
maga matt is the next one leaving dc for good
banana republicans have a lot of sexual deviates  anti democratic  anti american and anti womens rights 
what a nasty  disgusting excuse for a human being 
creepy 5 head
if you re pissed off at the world because your hips are wider than your shoulders  you re probably matt gaetz 
he needs a ride to the train station 
that is such a creep   good job lincoln project 
jilted block head  the third menendez brother
rapey mcforehead has a lot to be fearful of    top of the list is that he cannot afford a penis enlargement to match the size of his head 
this just popped into my feed  i had not heard him give this disgusting speech yet  he needs to be kept away from young girls for obvious reasons  but i don t want young boys hearing him spread this filth  i work on girls mental health issues and they tell me about the violence they face from boys at school  it happens everyday  all day long against all girls  the girls and service providers both tell me it comes from incel   influencers  and other adult males online  saying these exact things as this congressman is spewing  teaching boys to hate and disrespect women  teaching them that violence against women in all forms is okay  they are normalizing it at a level of viciousness we ve not seen since the dark ages 
         
bahaha lil dik
cannot wait to see goetz get his comeuppance
ooooooooh  l get the thumb referenced now  
misogynist matt rides again 
the women i know would sooner date ted bundy than give gaetz the time of day 
his brain is made up of hemorrhoids 
who was he describing at 5 2  350lbs  maga women i will bet  he forgot one other characteristic of those women  toothless  lol
he is such a sleezebag 
i am sure you would need a microscope to find it 
he used to be a fatty himself
he is railing against the american people  instead of doing the job he is supposed to be doing  get to work you sob stop posing for the camera 
another gop pig
now insult a woman politician s breasts 
he is a ped 
why  i ask why are so many republicans disgusting human beings 
what an arrogant piece of sht   let me tell you something  if this were my son i would be absolutely ashamed of him   and if i were not the shame would be on me  
i think his forehead is taller than mt  everest 
matty is more interested in bending over for tiny and the mtg b  plug club 
5 2  350 pounds  what a douch 
who bore you  a donkey     cannot wait till randy rainbow does a skit on this  
i think randy rainbow should do a skit on this video  
           
          
feeble  i hope you have not sent your editors home yet 
if you are not bright enough to tell when you are being insulted  your likely to vote for anything with an r on it 
i love it 
some go to prison  some go back to congress  florida man
it s a  teeny  problem  then 
lock him up 
seems to be a common problem in the republican party 
leonardo dicaprio  at least i do not have to pay  for sex with young girls       sarcasm 
how come he got away with pedifile abuse 17 yrs old girl across the border
because she is refusing to press charges and or testify  obviously  why is beyond me  she may have been intimidated  or  there is a democrat involved as well 
simple  4 words  rich white republican above law  you know who was president when epstein was sucide in jail 
matt needs a new face  it is that smile so horrible  has his trial started for dating underage girls yet 
lock matt gaetz up already   period     enough is enough  
lol  welcome to america  you know why republicans say that us is not tought on crime  because they are not in jail 
hahaha   
confederate poster child 
live in florida  their all just like matty vote them out 
he s not a big deal 
he s got blatant tiny d energy  lmao  poor little fella 
fyi gay women seldom get pregnant
maybe older women are worried about preserving abortion rights for their daughters and granddaughters 
he likes them little  as in underage 
if matt gaetz is not a duck  he sure knows where the pond is at     
few dislike matt gaetz as much as i do  but i do not believe discussions of the sizes of politicians  penises have a place in politics  pretty sophomoric 
he ain t never been with a woman  he gets with underage girls  allegedly  
he likes girls not women  got married as a cover up  when everything surfaced  i swear he looks like the joker in batman 
matt knows all about abortions   he is the product of one that failed    condolences to his poor mother  
is he beavis or butt head 
what a disgusting lump of rotton flesh   crazy much  matt 
     
his  secret   is he is an actual idiot
ooops  
i will be withdrawing all support for lincoln project i am tired of your silly ass with some silly little girl who is nobody talking there are no silly little girls in this world i think it would be some impotent low testosterone man who has an internal monologue like that  that silly little girl voice you are using it is not the leader of anything and as far as paying for sex we are not in high school or college where it is free and experimental if you do not support a woman in some way marry them or take them to dinner or buy them stuff you must be with drug users and nymphomaniace the only people that do not pay for it are the ones that have swinger type relations and there is all kinds of guilt associated and they never see each other again there is no predictability unless there is a support system established of some sort he is absolutely right about who seems to be interested in abortion it does not seem to be the people with the risk the age of consent in texas and in new york is 17 right now so i do not see anything wrong with what he is done and establishing a support system is what keeps relationships going a man providing for a woman what is this channel trying to suggest that women should just give out sex freely there should not have to be a marriage men are not providing in marriages women are supposed to be giving it up for free left and right is that what happens in texas  are you ridiculing people that are oriental who tend to be smaller in that way  why are you people talking about the size of a person s penis what kind of a conservative channel is this  this is disgusting you are disturbed at lincoln project and napoleon and hitler were pretty small down there and they probably would destroy you 
pedogaetz 
okay  that was worthwhile      
hahahahahaha 
he is a ghoul   from hell  and americans elected and embrace him 
eachtime seen this man  it reminds me oscar 
