0
he is gay and he only likes under age girls 
he s one to criticize someone else s appearance             this man child resembles a vampire bat       
rip choy furiously tears into fellow republicans renandstimpy ramaswamy  tubby toobertown  marjorie taylor norman greenbaum  carl tuckerson and patsy baloney 
obiviously trying make up for some  shortcomings  mental or physicial     
hysterically funny  keep it coming 
the forehead from florida is one of many maga morons who are not qualified for anything but stirring crap  we must vote them out  vote blue if you want to live in a democratic country 
well  she was just seventeen 
too bad b no adult women would ever want matty to touch them  matty touches young teenage girls after he gets them drunk and drugs them up 
empty vessels make the most noise  empty of decency  honour and soul  
like so many of the most staunch republicans  it is only a matter of time  til this fool is caught tapping a foot underneath a restroom stall 
ha ha little tumb
gaetz s angry inch guess he has more in common with trump than we thought
was that beavis or butthead 
what s with his teeth 
lmao
ha 
according to matt  fluff on the muff  old enough 
politics  n  the place republicans go to avoid jail time 
i want matt gaetz out of congress too  but the irony here is a lot like the that from trumper s  and that is making fun of a man s penis size because you do not like him for making fun of fat out of shape and masculine feminist women  and that is quite a double standard and is one of many in a line of things that is causing young men to go republican  a democrats better be careful with their messaging on cultural issues because that is just as powerful against them as the messages against trump and his fascism are for them  but it is a big disadvantage on the cultural issues because people experience them and hear about them directly whereas for democracy issues you have to be a pretty avid news follower which the overwhelming majority of people are not  i have a friend who is not one of these brain dead you see on youtube videos  he really does not want to have to vote for him again  but the radical feminists and trans rights people who are over representated in the democratic party cannot in good conscience allow him to vote for a democrat  is the democratic party just limited themselves to defending equal rights to housing education and employment and similar rights without actively seemingly promoting the agenda of a very small minority of the population  they should be easily defeating the republicans 
i thought this was going to be about his girlfriend who wanted to be a porn star as soon as she was old enough 
is matt beavis or butthead  i get the two mixed up
still walking free while his bff is rotting in jail 
apparently we have moved from a kakistocracy derived from two greek words  kakistos            worst  and kratos          rule  with a literal meaning of government by the worst people  to a cacastocracy  literally ruled by the shittiest people 
well  when he has sex with children too young to have their menses  he does not have to worry about getting them pregnant  does he 
he s gross  
come on lincoln project  you are better than this  or should i say bigger than this  either way do not give this slime ball any more press 
gaetz   you mean that degenerate rich boy  
yup he has many skeletons in his closet  
where is his upper lip 
is he a wheeeenie after all 
lock him up
women have always been warned about sleazes like gaetz   
at this point  li l matty has said so much that the only  secret  he could possibly have left is if it turns out that he is a decent human being with a high iq 
matt gaetz criminal record to 2023  dui    2008  2014    sex crimes    2018  sex trafficking   2018 2019   child rape    2019    trumps sex crimes record   child rape    1994 epstein s apt  sex crimes   trump  1997 2021  assaults filed in court on trump   ivana trump  1985  1989   jill harth  1992 multiple assaults  jane doe  1994   e  jean carroll  1996  2021 2023  summer zervos  2007   alva johnson  2016    the party of values  hypocrisy   prostitution   boebert  2011  malania  sex registry amsterdam  abortions   boebert  multiple    lude public acts   boebert  2023   perverts  jordan  2018 osu  dui   matt gaetz  2008  2014  child rape   matt gaetz  2019  trump  1994 epstein s apt  sex trafficking  gaetz  2018 2019   sex crimes   trump  1997 2021    folley  2006  matt gaetz  2018  roy moore  2018  boebert criminal record prostitution    2011  lude public acts    2023 
who knew eddie munster was such an a hole 
   
go ahead matt  tell us all about women   you are  such an expert  bwaaaahaha 
i just guessing he is gay
butthead
its such a sad commentary on the state of this country that republicans can even survive  they all just seem to be obnoxious bullies  and pathological liars  and yet 
kenite   
greg stillson incarnate 
he s the real world incarnation of bevis
matt is shit on my shoe 
matt is an ass 
every woman s dream date 
he hates women but uses teenage girls wtf 
bye   bye  matty            we  really  don  t  like  your  maga  style  of  politics         
matt is a horrible republican and politician  redundant statement  but let s bring up the level of criticism to his idiotic comments and express any sort of rebuttal to be in the form of a mature informed response  for example  show graphs of the popularity of established abortion laws and women s response to matt gaetz s comments  in short  democrats need to keep to the high road  and refrain from childish demonstrations  be the party honor  integrity and decency  god bless america 
matt is a lunatic  no women want him  vote this vermy  crab   out of the congress  girls vote him out in 2024 
what a punk cannot stand him   somebody give him a mirror 
what a jerk
he looks like a thumb 
matt gaetz the only congressman who did not vote for stronger penalties for sex trafficking convictions in the whole congress   mmmmm
that would explain a lot of things  so his halloween costume this year is butthead huh
yeah matt  you blow  hard 
wow  you could not say this to a more worthy person   but wow 
something is terribly wrong with the republican party  to support a criminal  a rapist  a fraud  an insurectionist  an anti constitution and antii  military presidential candidate is in fact a facist party 
vote blue until they are thru    
straight up despicable creep  who votes for these deranged bufoons 
so  a republican makes disgusting remarks and the audience cheers  this is supposed to be a surprise 
bad taste  lincoln project  keep it classier 
two inches of dangling fury 
lock him up   
vote evil out   vote maga out   vote blue             
is he beavis or butthead 
what a horror show  we are used to complex people being in positions of power in democracies but we are certainly not used to sociopaths  honestly  trump has opened to door to way too many people who need to be in a therapists office instead of washington 
the little girls he likes are not big at all
 what are you compensating for   ohhhh  the imagery   something akin to the russian dossier 
why are the people at these rally s so polite and quite when hate speech is being spoken  much like germany in 1937 
when someone at trump inc  asked for a person to clean trump s balls  golf  gaetz was the first to raise his claw 
we all know  it s no secret
all the skin for a dink  went for his forehead  not to worry  matt  you are still a dink 
gaetz makes my skin crawl   the ick factor is off the charts 
the people that are against abortion are the ones who should have been aborted 
beavis and butthead s cuz is a creep 
the best florida has to offer
matt is a facist bonehead  maga needs to get a grip on reality before its too late  scary
the deviance of the republican party is disgusting   gaetz s preference for teenagers  boebert s vaping   being groped by a stranger in a theater   mtg s comments about jewish space lasers   comparing mask wearing to the holocaust   
when you are born with a short coming you talk loudly because you fallen short elsewhere just like trump little men big egos  
ken barbie s  junk  is bigger than matt gaetz
says a guy who has to pay for sex 
no                          
this dude is as low and foul as humanity gets 
in my mind gaetz is the most obvious russian paid politician among them all 
ohh boy that misogynous fascist no more to all of them  the orange jesus cult 
hate to say it  but there is a grain of truth in his comments   there are way too many human blimps   yes  keep marching   get those steps 
pedo
petty but good   i would have hit him with all his speeches about how he wants to protect  children and is pro life and hit him with all those allegations   i would bet he has paid for a few abortions in his life   i wonder if someone could investigate that and find out 
ouch  
     
lock him up  he is a sex trafficker and has to pay for love  he should take out an ad on his forehead that says  i am so lonely 
what is purpose raison d  tre for this hyperbolic trending of the maga gops    
 trump marche encore  translation  trump still walks 
his parents must be so embarrassed by him 
matt the pedo has a donald trump like mushroom  why is no one surprised 
matt    gaetz   
ooo  ouch  i love it  lincoln project 
hes hiding being a child  molester 
  
ouch  
he is gay 
i bet his mother didn t want this big mouth
what a  
bevis is so disgusting on every level isn t he 
hahahaha these kill me  now they are just f ing with these people  see the one about trump and the rats turning on him  i think its driving trump nuts
the first time i ever saw a picture of matt gaetz i thought it was a photoshop joke  it looked like a caricature to me with his exaggerated facial features  he hasn t changed one bit 
well stephen colbert called him elvis presley s shittier cousin 
ouch   but it is legal    
classic music ha ha
matt does not like women  he like girls 
another loud mouthed  tiny dicked yank  like don 
ahhh politicians apparently equals assholes    
idiot that guy
amazing how it can be so small yet the entire lincoln project is talking about it  to be fair the women he is talking about are actually fat monsters that nobody would want  i mean look at your average pro choice activist  it is a miracle anybody slept with them  if that is not proof of a god i do not know what is 
i love this     
false and now all charges dropped 2023 february now  all of his supporters and we patriots cannot wait for him to sue the pants off your station and every other faux news outlet who accused him prematurely  libel and slander charges are headed your way 
the lincoln project  it has been proven to be ran by liars  cheaters and all around scumbags  like the clintons 
oh people matt gaetz is a gay and a sex offender
i love the accuracy of this  although i doubt i could under any conceivable circumstances verify it  lol  i am over 17 years old  not my favorite of the favorites  but one of the very best and the funniest 
matt gaetz is a rapest  is matt gaetz s bi 
who is protecting these traitors   they all belong in prison   
his daddy is  matt is protected by big wads of money 
ha ha ha ha ha ha            
just love to watch the  stinkin  lincoln project  brought to you by brainwashed leftist democrats 
  poor little man aaahahahahahaha 
lmfao 
